,filename,width,height,class,xmin,ymin,xmax,ymax
99,indicearriba.3c7c1c86-a08c-11ec-ac37-00155ded6f64.jpg,640,480,indicearriba,417,123,471,219
100,indicearriba.3dc2bac0-a08c-11ec-9b2b-00155ded6f64.jpg,640,480,indicearriba,152,175,198,278
101,indicearriba.3f072903-a08c-11ec-8492-00155ded6f64.jpg,640,480,indicearriba,112,319,165,432
102,indicearriba.35c5fd03-a08c-11ec-85fe-00155ded6f64.jpg,640,480,indicearriba,212,183,260,280
103,indicearriba.38a81af7-a08c-11ec-968b-00155ded6f64.jpg,640,480,indicearriba,294,88,355,192
104,indicearriba.39f0772c-a08c-11ec-8023-00155ded6f64.jpg,640,480,indicearriba,240,107,289,210
105,indicearriba.41a4e6be-a08c-11ec-b6bb-00155ded6f64.jpg,640,480,indicearriba,138,277,196,402
106,indicearriba.37607555-a08c-11ec-a439-00155ded6f64.jpg,640,480,indicearriba,188,174,233,277
107,indicearriba.4055505b-a08c-11ec-876b-00155ded6f64.jpg,640,480,indicearriba,385,273,445,389
108,indicederecha.6be46c13-a08c-11ec-b189-00155ded6f64.jpg,640,480,indicederecha,129,192,205,254
109,indicederecha.6a8db6cf-a08c-11ec-a58d-00155ded6f64.jpg,640,480,indicederecha,137,189,206,253
110,indicederecha.6d4f8a54-a08c-11ec-9b88-00155ded6f64.jpg,640,480,indicederecha,119,118,190,183
111,indicederecha.6fcbed57-a08c-11ec-80b4-00155ded6f64.jpg,640,480,indicederecha,196,309,292,370
112,indicederecha.73df801c-a08c-11ec-90ce-00155ded6f64.jpg,640,480,indicederecha,153,219,230,273
113,indicederecha.724c87c5-a08c-11ec-876e-00155ded6f64.jpg,640,480,indicederecha,199,160,267,223
114,indicederecha.710a2738-a08c-11ec-9941-00155ded6f64.jpg,640,480,indicederecha,208,165,296,206
115,indicederecha.68072aac-a08c-11ec-8ce8-00155ded6f64.jpg,640,480,indicederecha,147,252,228,312
116,indiceizquierda.5a6dc4b8-a08c-11ec-bb72-00155ded6f64.jpg,640,480,indiceizquierda,273,238,408,298
117,indicederecha.6944ff62-a08c-11ec-849e-00155ded6f64.jpg,640,480,indicederecha,144,247,225,309
118,indiceizquierda.5c1d0f2b-a08c-11ec-aa85-00155ded6f64.jpg,640,480,indiceizquierda,290,263,385,313
